"StoreId","storename","FoodType","AverageRating","City","totalcustomer","totalreturningcustomer","totalreview"
hmv1,GERAI IBRAHIM,Asian,4.0,Klang,18,2,20
hnc5,SARJAN SALAI,Asian,4.8,Klang,28,3,36
hnfd,Ryan's Kitchen,Malaysian,5.0,Klang,1,1,2
hnhs,Poh Paleh Patin Tempoyak,Malaysian,4.7,Klang,130,16,158
htuc,Ana yong tau fu  3,Malaysian,4.8,Klang,3,0,3
hve7,Gigi Coffee (Aeon Bukit Tinggi),Beverages,4.6,Klang,26,2,29
hvuc,Classic Briyani Port Klang,Indian,3.5,Klang,5,1,6
hztt,Achi Vadai,Indian,4.7,Klang,3,0,3
i1nz,Telok Port,Fried Rice,4.1,Klang,20,2,22
i1vl,Ratha Curry House,Roti Canai,4.4,Klang,40,6,63
i2mr,A&A Corner,Malaysian,4.7,Klang,10,2,13
i3e2,SELERA MEGA NASI KUKUS ABANG MACHO,Nasi Kukus,4.5,Klang,10,1,12
i3pa,Warong Atok Nenek,Malaysian,4.4,Klang,14,1,15
i3so,JING YUN XUAN VEGETARIAN RESTAURANT,Vegetarian,4.6,Klang,35,1,36
i40q,Mini Pancake By FYPStations @ Meruport,Desserts,4.8,Klang,6,1,7
i4j8,Third Mile Cafe,Malaysian,4.3,Klang,5,0,5
i4to,Kambing Bakar Atok,Fried Rice,4.6,Klang,75,13,97
i5nm,Wakaka Segi Fresh Rantau Panjang (SFRP),Pancakes & Waffles,4.6,Klang,28,2,30
i5ut,Restoran Bakso Blok B Andalas,Soups,4.6,Klang,54,5,61
i66j,NASIKANDAR HABEEB ONE BISTRO,Malaysian,5.0,Klang,2,0,2
i6dx,Restoran Selvaam Vilas,Indian,4.5,Klang,10,0,10
i7bi,RCD Rojak & Cendol Deen,Desserts,4.6,Klang,52,6,59
i9m4,Dinda Gulai Panas & Ikan Bakar,Malaysian,4.0,Klang,6,0,6
iafw,NASI AYAM MANSOR,Chicken,4.8,Klang,166,28,231
ibf6,Fried Rice By Han,Asian,4.9,Klang,3,1,4
ibmw,Restoran Abang Botak,Malaysian,4.4,Klang,10,1,11
id97,NASI BAKAR MELETOP - PEDAS BERAPI,Chicken,4.8,Klang,8,1,9
idhd,MAK YA ROJAK BUAH,Asian,4.9,Klang,9,1,10
ife2,TC Wantan Noodle@33 Food Court,Noodles,4.7,Klang,8,2,13
igd8,Wok The Wok (Bukit Tinggi 1) [Non-Halal],Briyani,4.8,Klang,3,0,3
iglx,Curry by Mama Tai,Asian,4.6,Klang,7,1,8
ih05,Ema’s Places,Malaysian,4.8,Klang,1,0,1
iic3,Lucky Food Street @ Claypot Chicken Rice,Chicken Rice,4.4,Klang,1,0,1
ijmb,Golden Dough,Bread,4.8,Klang,15,0,15
ikj7,Fasha Tomyam dan Seafood (Meru 3),Malaysian,4.5,Klang,28,1,29
ikxm,LOLA MANGO,Malaysian,4.8,Klang,2,0,2
ildp,Arion Thai Kitchen,Asian,2.9,Klang,3,0,3
ilhe,Anda gembira seafood,Malaysian,4.5,Klang,85,11,101
imnl,CHICKEN RICE,Malaysian,4.0,Klang,7,0,7
iq03,Tomyam Mr Mamak (Telok Gadong),Fried Rice,4.5,Klang,19,3,23
iq10,Eighteen Good Taste,Asian,4.0,Klang,13,2,15
irbh,Restoran azemah,Malaysian,4.6,Klang,100,15,119
isq4,Itik Salai Atok,Malaysian,5.0,Klang,6,0,6
iuyb,Cepetz Burger,Fast Food,5.0,Klang,1,0,1
iv8g,TRIPLE'C Panipuri,Indian,1.4,Klang,2,0,2
ix3v,Warung Sk,Malaysian,5.0,Klang,1,1,3
ixqg,Taste Of Home Food,Cakes,2.6,Klang,1,0,1
iyv1,二师兄肉骨茶 Pig Brothers Bah Kut Teh-Lucky Street,Chinese,4.2,Klang,2,0,2
izgy,Mee Hun Kuey@168 Kopitiam,Asian,5.0,Klang,1,0,1
j0sg,restaurant sri rantau,Chicken,4.6,Klang,28,8,40
j0xw,Big Apple Donuts & Coffee (Klang Parade),Bread,4.7,Klang,3,0,3
j1ed,Dapor Kakdelicious,Malaysian,4.6,Klang,14,1,15
j1ee,Satey Bonda Amy,Malaysian,4.3,Klang,5,0,5
j2pm,Ahmad Tomyam,Malaysian,4.6,Klang,71,11,86
j5jb,Roti Canai Kak Linda,Roti Canai,4.6,Klang,77,6,85
j5nn,BK'S INDIAN CLAYPOT RICE,Indian,4.9,Klang,1,0,1
j5sp,Nasi Padang Asli Minang Kabau,Malaysian,4.6,Klang,83,12,101
j685,Baashhaa Stall,Indian,2.6,Klang,11,1,12
j6eg,Izzat Burger/Kebab,Burgers,4.8,Klang,9,0,9
j8xl,KULU KULOO SNACK CAFE,Fried Rice,4.7,Klang,2,1,3
j9q5,Cendol Warisan Mak Abah,Desserts,4.7,Klang,3,0,3
ja06,"Coco Loca, Coconut Shake (Sentosa)",Beverages,4.6,Klang,19,0,19
jbyg,Prem CurryHouse,Indian,1.8,Klang,6,2,8
jc8q,Fiq Western,Western,4.1,Klang,11,0,11
je34,Ramly burger taman sri puteri,Burgers,4.6,Klang,8,1,9
jftj,Nasi Ayam (Lotus Foodcourt klang),Seafood,4.1,Klang,7,0,7
jgp2,Dapur Kak Mala (Sabak Bernam),Malaysian,4.7,Klang,12,1,14
jgzv,SHREEMAJU CAFE,Malaysian,4.1,Klang,2,0,2
jip7,Big Mouth Seafood Restaurant,Fried Rice,4.5,Klang,100,18,135
jivx,HAVISHALINI CURRY HOUSE,Indian,4.4,Klang,13,0,13
jl7k,JSH Indian Claypot Rice,Chicken Rice,3.5,Klang,1,0,1
jlnh,Nasi Lemak Jeman Padu,Nasi Lemak,4.5,Klang,12,1,13
jlnu,Nasi Kandar Haji Basheer,Asian,4.4,Klang,5,0,5
jmvi,Restoran Akram,Fried Rice,4.5,Klang,22,4,30
jmz4,Restoran D’Hawa Recipes,Chicken,4.7,Klang,42,5,48
jny7,BODHI VEGETARIAN RESTAURANT,Vegetarian,4.5,Klang,6,2,18
jrzb,TEA STALL - MALAYSIAN FAMOUS TEA,Asian,5.0,Klang,7,1,9
jv92,Achi's Kitchen,Indian,4.9,Klang,13,0,13
jwoh,Amma's Curry House (Sentosa),Asian,4.8,Klang,6,0,6
jx7v,Chicken Rice @ Klang Parade,Chicken Rice,4.2,Klang,8,3,12
jymk,Mr Mac The Lubokx,Pasta,5.0,Klang,5,0,5
jzin,SENI SATTISORRU (Klang),Malaysian,4.4,Klang,14,3,17
k1k2,Che’Nor Outlet Cafe ( Bukit Tinggi 2 ),Malaysian,4.4,Klang,22,3,29
k1or,Mama Kitchen,Chicken,4.8,Klang,10,0,10
k1ov,Mokti's (Bandar Bukit Tinggi 2),Desserts,2.9,Klang,4,0,4
k1wa,Foong Kee Wan Tan Mee @Kopitiam  168,Noodles,4.4,Klang,4,1,5
k2bk,KEDAI MAKAN DELIMA BIRU,Fried Rice,4.1,Klang,2,0,2
k2nz,Claypot Porridge（Restaurant Chan Chan Xin Shi）Bdr Bkt Raja,Porridge,4.6,Klang,39,6,46
k2vf,Restoran Hock Kee Ulu Yam Loh Mee (Bukit Tinggi),Noodles,4.5,Klang,50,2,52
k3gq,Indian Food,Indian,5.0,Klang,2,0,2
k3q9,Dapoq Kak Hunny,Malaysian,4.3,Klang,1,0,1
k4tn,HONG TASTE NOODLE,Noodles,4.2,Klang,2,1,10
k4x8,Dino Mix,Asian,4.9,Klang,5,0,5
k6ty,Super Kitchen Chilli Pan Mee (Bukit Tinggi),Noodles,4.7,Klang,38,2,44
k6yo,Hanyang cafe,Asian,4.1,Klang,1,0,1
k6yw,Ayam Getok (Mantul Klang),Chicken,4.5,Klang,158,26,199
k8dy,Restoran Nasi Kandar AZ,Chicken,4.4,Klang,20,2,22
kb6w,OAG Original Ayam Goreng,Malaysian,4.3,Klang,30,1,33
kbgg,Burger Queenz,Burgers,4.8,Klang,1,0,1
kdm9,Dessert Station,Desserts,4.3,Klang,23,2,27
ke20,Warung Soto_warung Basikal,Chicken,4.7,Klang,100,9,111
kh8p,MK Nasi Kukus,Nasi Kukus,4.3,Klang,29,2,31
kjgk,WARUNG WAK ANENG,Asian,4.5,Klang,3,1,4
kklq,Dong Qu Taiwan Restaurant (klang),Chinese,4.9,Klang,8,0,8
kmq8,MACHA BURGER SHOP,Burgers,3.6,Klang,2,1,3
knsr,WANG LI RESTAURANT,Noodles,4.8,Klang,6,1,7
kpky,小玲板面.面粉糕 (Siao Ling Mee Hun Kuey & Pan Mee),Noodles,4.5,Klang,2,0,2
krwq,Warung Family (Bukit Kuda),Asian,4.1,Klang,3,0,3
ktn4,Kedai makan 4 Beradik,Chicken,4.4,Klang,3,1,4
kux1,Restoran New Chat Masala,Vegetarian,4.5,Klang,26,5,68
kuzv,Homz Kitchen @ Winz Mart,Chicken Chop,4.9,Klang,7,0,7
kw4o,Zamburger (Rantau Panjang),Asian,5.0,Klang,1,0,1
kwhn,Bakso Blok B Bayu Corner,Soups,4.4,Klang,10,1,11
l1uv,Bubbletea Drinks,Beverages,4.8,Klang,5,0,5
l21l,Pakcu Tomyam,Malaysian,4.5,Klang,27,5,33
l2lk,RESTORAN CHEE PENG KOPITIAM(重庆麻辣烫chong qing spicy hot pot),Soups,4.7,Klang,18,1,19
l364,Patin Tempoyak Claypot Pahang,Seafood,3.8,Klang,16,1,18
l4of,Sushi Akami,Japanese,4.4,Klang,16,2,18
l54m,NAMASTHE CORNER,Indian,3.9,Klang,12,2,20
l5yg,Nasi kukus kak ton,Nasi Kukus,4.6,Klang,96,10,111
l6ej,Four Taste Chicken Rice 祖传四味鸡饭(Soon Beng Pandamaran),Asian,5.0,Klang,3,1,5
l8xt,Din's Corner (Sup Haji Kadir Bukit Raja),Malaysian,4.5,Klang,21,1,24
l9pk,Restoran Maju Dinamik,Roti Canai,4.5,Klang,24,3,29
lbyj,Apam Balik Sunway Kayangan,Malaysian,4.2,Klang,5,0,5
lcrh,MAYFLOWER SEAFOOD RESTAURANT,Chinese,4.3,Klang,7,1,8
ldu8,Pisang Goreng Panas Ibu (Setia Alam),Malaysian,4.6,Klang,19,1,20
leij,Eng Ann Chee Cheong Fun @ Restoran Yin Shi,Chinese,4.5,Klang,6,0,6
lf7m,Pisang Goreng Resipi Sendiri,Malaysian,4.6,Klang,17,1,19
lg7u,Sup Meletop Kedah ( Cawangan Sungai Sireh ),Malaysian,4.7,Klang,15,1,16
lgwv,Bean Jr (Bayu Tinggi Klang),Desserts,4.6,Klang,51,6,60
lh9u,Nasi Kukus Sotong Besar (Klang),Asian,4.8,Klang,21,1,22
lilq,Juadah Kak Ana Nasi Beriani Oriperakweh...!!,Briyani,4.6,Klang,7,1,10
ljou,DEVIS MASALA CORNER,Asian,4.1,Klang,10,0,10
lju5,KITA KOPITIAM,Malaysian,4.8,Klang,4,1,5
lk1l,NASI ALA KAKWOOK,Asian,4.5,Klang,15,1,21
lm2u,Cenonet Cafe,Roti Canai,4.7,Klang,12,0,12
lm8d,IPOH ROAD HOKKIEN MEE (Klang),Noodles,4.5,Klang,22,2,33
lnwe,Ah Seng Vegetarian,Vegetarian,4.5,Klang,7,1,9
loro,TANGKORNER CHAR KUEY TEOW,Kuey Teow,4.6,Klang,8,2,10
lscy,Mixue (Bandar Bukit Tinggi 2 MXBBT2-B),Asian,4.8,Klang,12,0,12
lte1,Uncle Chin Biskut,Malaysian,4.7,Klang,5,0,5
lw8w,QOS (Queen of Spades),Asian,4.7,Klang,8,1,9
lwel,Two Peck Crispy Chicken Malaysia (Bukit Tinggi),Roti Canai,4.5,Klang,3,0,3
ly1i,Kheng Huat Restaurant (GOLDEN MOUSE NOODLE HOUSE),Chinese,4.8,Klang,3,0,3
lz5c,KITA Kopitiam - Bandar Baru Klang,Nasi Lemak,4.7,Klang,14,6,28
m1h1,Taco Bell (AEON Bukit Tinggi),Chicken,4.4,Klang,74,5,81
m1i4,Mak Long Corner,Burgers,4.6,Klang,2,0,2
m35b,Raziha Tom Yumz & Grillz,Fried Rice,4.6,Klang,29,1,31
m3jk,Breadstory (Pearl Point Shopping Mall),Bread,4.6,Klang,39,1,40
m45p,Yu-San Vegan Home Cook (Tropika Apartment),Asian,4.2,Klang,3,0,3
m56w,Restoran De'Lareez,Malaysian,4.5,Klang,29,4,36
m72v,Gerai makan sahar,Fried Rice,4.8,Klang,163,38,245
m734,get together coffee shop,Asian,3.9,Klang,16,1,17
mbyf,Ma Zi Pan Mee (Klang Gelugor),Chinese,4.2,Klang,7,0,7
mcaj,PHOTAMARAI (CLAY POT),Indian,4.5,Klang,1,0,1
mcvr,Pulau Ketam Noodle Soup & Porridge (吉胆鱼丸汤-咖喱&潮洲鱼粥),Noodles,4.2,Klang,3,1,4
mdoj,SPADE'S BURGER (Bukit Tinggi 2),Burgers,4.5,Klang,33,1,34
meie,Yong Tau Foo  Port Swettenham,Malaysian,4.8,Klang,6,1,8
mfkl,CAKE OHHDIANA,Cakes,4.5,Klang,9,2,12
mgl4,Kim Fu Ala Thai,Thai,3.7,Klang,7,0,7
mgqq,"Bask Bear Coffee (Jalan Teluk Pulai ,Klang)",Sandwiches,4.8,Klang,70,4,75
mia5,Han N Han Pancake,Asian,4.7,Klang,1,1,2
mirb,RESTORAN MAK NGAH (Klang),Chicken,4.3,Klang,138,12,170
miua,Rise N Rice Kafe & Katering,Asian,2.9,Klang,3,0,3
mj6j,Restoran Chuan Bee,Rice Dishes,2.6,Klang,3,0,3
mle1,Warung sari,Fried Rice,4.2,Klang,5,1,6
mma2,India Gate Restaurant (Klang),Indian,4.7,Klang,32,1,33
mmkb,Cheery Cake House - Taman Bayu Perdana,Cakes,4.9,Klang,1,0,1
mol5,Chef Chicken (Klang),Asian,4.6,Klang,7,0,7
molq,DCHETTYS BRIYANY AND SPICE BUKIT TINGGI,Indian,4.6,Klang,14,1,17
mowb,Moving Cafe BBT Kopitiam,Sandwiches,4.7,Klang,12,0,12
mprr,Restoran Vicchuda Tomyam (Meru),Tom Yum,4.6,Klang,28,0,28
mq12,Chun Yang Tea (Shell Bukit Tinggi),Beverages,4.4,Klang,10,1,12
mq82,I Love Yoo! (KSL Esplanade Klang),Asian,4.3,Klang,3,0,3
mq96,AM BURGER DELICIOUS,Burgers,4.9,Klang,7,0,7
mqak,Amieda Burger,Burgers,4.9,Klang,34,2,37
mrmc,保晖小食园 RESTORAN POH HOOI,Chinese,4.6,Klang,57,8,76
mww3,Town Best Burger Food Stall ( Queen 1 - Depan Masjid Port Klang ),Burgers,4.6,Klang,7,1,8
mxd4,TOM YUM NO. 1 PAK JOE'S,Malaysian,4.9,Klang,10,0,10
mxmx,Restoran Shanmuga (Berkeley),Malaysian,4.6,Klang,36,6,45
mxnx,Mi You Dessert Cafe,Desserts,4.8,Klang,6,0,6
my7d,Xiao Ming KopiTiam,Malaysian,4.7,Klang,1,0,1
mzyv,GERAI MAKAN AYU,Ayam Penyet,4.5,Klang,26,4,32
n0ui,SAW KITCHEN,Chicken Chop,4.5,Klang,13,2,15
n0zx,The Taste Vegetarian Cafe,Vegetarian,4.6,Klang,1,0,1
n1em,Gem Restaurant,Indian,4.5,Klang,20,3,25
n1fq,Lan Je Steam Fish ( Klang ),Seafood,4.6,Klang,8,0,8
n1mx,Tudia Char Kuey Teow Klang,Fried Rice,4.6,Klang,8,0,8
n1ru,Kambing Bakar Terima Kasih Ibu,Malaysian,4.7,Klang,39,6,56
n1ts,Uncle Sam Chicken Rice Shop 琛哥文昌鸡饭,Chicken Rice,4.5,Klang,105,9,121
n1ul,Makan Culture,Chicken,4.3,Klang,8,1,9
n2jx,Wan Telor Berlada,Malaysian,4.5,Klang,7,1,8
n2xu,Restoran Windmill. (BBK Klang),Malaysian,4.3,Klang,1,0,1
n3ax,PIM'S Thai Food,Seafood,4.4,Klang,5,1,6
n3gw,Nasi Kandar Mr Mamak (Telok Gadong),Malaysian,4.4,Klang,89,10,126
n3iy,Nasi Kandar Mamu Penang,Nasi Kandar,4.4,Klang,35,3,38
n3la,Sushi King (Tesco Extra Klang Mall),Japanese,4.6,Klang,29,2,31
n3qu,Salero Bistro,Fried Rice,4.4,Klang,24,3,29
n3su,Cendol Maju,Desserts,4.3,Klang,21,0,21
n4ah,Jai Hind's Corner,Indian,4.4,Klang,1,0,1
n4nx,BHUKARRY NASI  KANDAR (Klang),Malaysian,4.5,Klang,140,15,181
n4sw,Kedai Makan Norlela,Chicken,4.6,Klang,12,3,17
n4yq,Restoran Feng Ling,Chinese,4.3,Klang,4,0,4
n5hq,"7Village Noodle House",Noodles,4.5,Klang,12,0,12
n5hx,Maharani chicken rice,Chicken,4.2,Klang,14,0,14
n5jr,Face to Face Noodle House (Bukit Tinggi),Noodles,4.6,Klang,8,1,10
n5wo,Restoran nasi lemak azlin,Nasi Lemak,4.6,Klang,108,13,136
n5wu,Boat Noodle (AEON Bukit Tinggi),Chicken,4.5,Klang,14,1,15
n5xu,Hanan Cafe,Pasta,4.2,Klang,3,0,3
n6al,Happy Village Cafe,Chicken Chop,4.6,Klang,9,1,11
n6cw,Namasthe Vegetarian Restaurant,Vegetarian,4.5,Klang,7,4,11
n6gk,Bamboo Biryani Taste & See (Klang),Briyani,4.5,Klang,47,4,51
n6qt,Love Mom Restaurant,Curry,4.6,Klang,1,0,1
n6qu,Foon Village Kopitiam,Malaysian,4.3,Klang,8,2,11
n6so,Wawa Corner,Malaysian,4.9,Klang,4,0,4
n6ux,Nasi Lalap Afieyah,Chicken,4.4,Klang,54,4,58
n6xu,Kambing Bakar Jijah,Malaysian,4.4,Klang,90,8,102
n7ck,McDonald’s (Bandar Puteri - 1010262)),Fast Food,4.5,Klang,176,18,203
n7ei,Nasi kandar ketagih,Nasi Kandar,4.5,Klang,4,0,4
n7fg,Kambing Bakar Adem Cherry,Fried Rice,4.1,Klang,4,0,4
n7hk,Yok Mampir Cafe,Fried Rice,4.6,Klang,43,4,49
n7no,Kelapa Oasis,Beverages,4.8,Klang,61,12,97
n7ta,Smiley's Banana Leaf,Indian,4.0,Klang,59,3,66
n8bx,Restoran Senyum Sokmo,Chicken,4.6,Klang,74,10,98
n8ik,Family Rice Malaysia (Klang),Fried Rice,4.2,Klang,11,3,37
n8na,Mikhuzasushi,Sushi,4.8,Klang,9,0,9
n8vv,Restoran SV Sri Rantau,Roti Canai,4.5,Klang,15,1,16
n9bg,Pizza Hut (Teluk Pulai),Pizza,4.7,Klang,42,4,46
n9fi,Gerai Kita (Sri Damak),Malaysian,4.8,Klang,61,10,77
n9ms,Satay Street Enterprise,Chicken,4.8,Klang,14,3,18
n9oa,Yo Mama Bubble Tea (Klang),Desserts,4.8,Klang,55,2,58
n9qf,Don Kaiten Japanese Restaurant,Japanese,4.8,Klang,9,0,9
n9qm,"Kenny Rogers Roasters (AEON Bukit Tinggi, Klang)",Chicken,4.5,Klang,24,0,24
n9qs,Sisters Crispy Popiah (GM Wholesale City),Malaysian,4.4,Klang,15,1,16
n9uk,Hong Yun Bah Kut Teh Restaurant (KuihInn),Cakes,4.3,Klang,6,1,8
n9ve,Nature Vegan,Vegetarian,4.7,Klang,20,4,57
n9wv,RESTORAN HAJI IQBAL,Malaysian,4.6,Klang,23,6,30
naj6,Nasi Lemak D'Singgah,Halal,4.0,Klang,3,0,3
ne51,Suria Tom yam,Fried Rice,4.3,Klang,59,5,71
ngl3,BURGER ATOK SALAI,Fast Food,4.9,Klang,11,0,11
nihs,Safie Char Kuey Teow,Asian,4.8,Klang,12,0,12
njfj,CY Popiah,Chicken,3.8,Klang,1,1,5
nk7p,Dapur Anis Yaya,Ice Cream,4.6,Klang,1,0,1
nkka,Iedaman kitchen,Malaysian,4.2,Klang,1,0,1
nkvg,PENDEKAR CHAR KUEY TEOW,Malaysian,4.5,Klang,2,0,2
nkvk,SEGAR CORNER,Asian,4.8,Klang,20,1,22
nr7t,Nasi Kukus Berlauk Pok Tam,Malaysian,5.0,Klang,7,0,7
ntje,Ikan Bakar Portugis Abe Yus (Jusco Bukit Raja),Seafood,4.3,Klang,1,0,1
nuzv,Restoran Mawaddah Ski,Malaysian,4.7,Klang,53,3,58
nwm4,Ammas Corner Restaurant,Indian,5.0,Klang,2,0,2
nyjf,Nasi lemak kangkung mak long,Malaysian,4.9,Klang,37,2,39
nyt0,NOROLISWAN FAMILY RESOURCES,Beverages,4.8,Klang,3,2,7
nzm1,Restoran Gang Kou Laksa 港口叻沙云吞面,Laksa,4.5,Klang,20,2,24
o0bi,Queten @ The Lubokx,Fried Chicken,4.8,Klang,5,1,7
o0cd,Golden Takoyaki,Takoyaki,4.5,Klang,13,1,18
o0jk,Mr.Dakgalbi (AEON Bukit Tinggi),Fried Rice,4.5,Klang,22,2,28
o0mn,Gerai Mak Ngah (Klang),Nasi Lemak,4.3,Klang,126,5,132
o0qy,Satay Seri Damak,Chicken,4.5,Klang,8,1,9
o0su,BBK SOON KEE Seafood Restaurant,Fried Rice,4.6,Klang,3,1,10
o0wq,Rusyd Char Kuey Teow,Kuey Teow,4.7,Klang,6,0,6
o0zn,Red Chilli Restaurant,Asian,4.4,Klang,29,3,32
o1am,Mee Udang D'Rosa Corner,Fried Rice,4.4,Klang,14,1,15
o1cn,Restoran Bintang Bistro (Klang Sentral),Fried Rice,4.5,Klang,55,14,81
o1cu,Kopitiam Story,Chinese,4.6,Klang,5,1,6
o1em,Ganesh Curry House,Indian,4.6,Klang,23,0,23
o1ks,Restoran Peng Heong Hakka Pai Kut,Chinese,4.6,Klang,37,5,57
o1md,Restoran Always Best,Indian,4.4,Klang,204,44,287
o1mq,Good Taste Restaurant (Bukit Tinggi),Chinese,4.3,Klang,79,12,101
o1ne,Adib Burger (7-11@Bandar Puteri),Malaysian,4.6,Klang,26,1,27
o1se,Good Porridge Restaurant (Bukit Tinggi),Porridge,4.6,Klang,58,4,69
o1yf,Restoran Mamak Mia,Indian,4.7,Klang,22,1,23
o2iw,Aduka Corner,Fried Rice,4.4,Klang,11,0,11
o2qi,Marisa Yong Tau Fu Sup,Fried Rice,4.7,Klang,66,12,97
o2wr,Restoran Arman NZ,Roti Canai,4.3,Klang,23,3,26
o3vq,Adib Burger (Andalas),Burgers,4.6,Klang,35,1,36
o42z,The Best Dim Sum Restaurant (Bayu Tinggi),Asian,4.3,Klang,2,0,2
o4j7,GREENBELT ENTERPRISE,Fried Rice,4.5,Klang,2,0,2
o4lg,A&W (Bukit Tinggi),Fast Food,4.6,Klang,80,7,95
o4my,"pintea (Landmark, Klang)",Beverages,4.7,Klang,23,0,23
o51o,Mr Abc Rojak Cendol,Desserts,5.0,Klang,2,0,2
o52b,DPOHON REZEKI,Malaysian,4.4,Klang,8,1,9
o54g,THE SPICE DELIGHT,Indian,4.5,Klang,58,12,87
o5qf,Restaurant Vasagaie,Indian,4.6,Klang,108,10,130
o6ih,Chee Guan Bak Kut Teh,Chinese,4.3,Klang,21,1,23
o6kr,OldTown (AEON Bukit Raja),Malaysian,4.4,Klang,9,2,11
o6mv,Sharmila Curry House,Indian,4.4,Klang,3,0,3
o6ok,Restoran Seri Has,Malaysian,4.5,Klang,29,2,34
o6se,Cendol Durian Buhari (Lorong Jepun),Desserts,4.2,Klang,2,0,2
o6uk,Domino's Pizza (Ambang Botanik),Pizza,4.3,Klang,88,3,98
o6xj,Vintage Western,Chicken,4.3,Klang,18,2,20
o7dt,Simple Life Healthy Vegetarian Restaurant (AEON Bukit Tinggi),Asian,4.3,Klang,5,1,6
o7fn,Shihlin Taiwan Street Snacks (AEON Bukit Tinggi Mall),Chicken,4.5,Klang,30,0,30
o7ze,Surya Cafe,Malaysian,4.5,Klang,2,0,2
o8cv,Yu Xuan Restaurant,Chinese,4.5,Klang,51,6,61
o8lt,Restoran Bakso (Blok B Bayu),Malaysian,4.7,Klang,17,1,18
o98d,Spice Leaf Restaurant,Indian,4.0,Klang,19,0,19
o9dx,Ru Yu Xuan Local Flavour,Chinese,4.7,Klang,13,2,16
o9ps,Nasi Kandar Pelita (Bukit Tinggi),Chicken,4.4,Klang,122,12,146
o9zj,Dapo Dondon,Chicken,4.7,Klang,113,9,130
oaor,RESTORAN DI REZEKI,Malaysian,4.7,Klang,8,1,11
oe48,BROTHERHOODS CAFE,Pasta,4.6,Klang,6,0,6
oeac,Ayam Goreng Legend (Bukit Tinggi),Fried Chicken,4.5,Klang,61,7,79
oi88,极品传统点心 粥面馆 The Best Dim Sum & Porridge Noodle House (Aman Perdana),Dim Sum ,4.7,Klang,6,3,13
oiwt,Papa makanan laut,Fried Rice,4.2,Klang,23,2,25
oj3v,Mama Sya Kerabu Delight,Nasi Kerabu,4.4,Klang,67,7,75
ol06,Warung sego sambel petir,Asian,4.2,Klang,1,0,1
om12,Restoran BBB Bayu Corner,Soups,3.9,Klang,21,1,27
omaw,Restoran Kannaa's BMB,Malaysian,4.5,Klang,28,4,34
omhf,Makan @ Triana,Asian,4.7,Klang,7,1,8
omqd,CHAGEE (Bukit Tinggi) 霸王茶姬,Beverages,4.8,Klang,46,2,50
opa1,Fried Mee @ BBT 2 Kopitiam,Noodles,4.2,Klang,5,1,6
or4f,Sunlight chicken rice 阳光鸡饭,Chicken Rice,4.9,Klang,10,3,13
owws,Nasi Lemak Basmathi Ayam Kampung,Asian,3.9,Klang,6,0,6
p002,Ayam Penyet AP (AEON Klang),Ayam Penyet,4.5,Klang,51,5,56
p0ih,Ayam Penyet Myjune,Malaysian,4.6,Klang,3,0,3
p0mw,Yee Xiang Seafood Restaurant,Chinese,4.5,Klang,1,0,1
p0wb,The Whale Tea (Bandar Bukit Raja),Bubble Tea,4.8,Klang,11,0,11
p0yl,Restoran Cikda Kite,Fried Rice,4.5,Klang,220,37,300
p1ex,Nasi Kerabu Murni,Chicken,4.4,Klang,8,1,9
p1is,Ah Han Bah Kut Teh,Chinese,4.5,Klang,10,1,12
p2hx,Aman Nasi Kukus,Nasi Kukus,4.7,Klang,10,1,12
p2lv,Choo Choo Chicken (Klang),Chicken,4.6,Klang,71,8,90
p2mx,Boon Min Kee Restaurant 文明记烧腊面饭店,Chicken,4.3,Klang,28,3,36
p2tf,Mami Kopitiam,Nasi Lemak,4.3,Klang,5,1,8
p2vb,Big Mouth Station @ Uptown Setia Alam,Burgers,4.6,Klang,13,0,13
p3ej,Ah Her Bak Kut Teh 亞火肉骨茶 (Klang),Rice Dishes,4.3,Klang,3,0,3
p3gh,Ocean Cafe,Chinese,4.6,Klang,62,6,71
p3mg,Restoran Ming Ho 明和海鮮飯店,Chinese,3.9,Klang,123,7,132
p3om,Keng Kee Len Chee Kang @ Chuan Hiong Chicken Rice,Desserts,4.7,Klang,1,0,1
p3oz,Kelip Kelip D'Telok Gadong (Telok Gadong),Nasi Lemak,4.8,Klang,26,3,32
p46r,Mohana Bistro,Indian,4.3,Klang,14,3,19
p4jb,Restoran Nasi Kandar Subaidah (Klang),Nasi Kandar,4.5,Klang,303,55,403
p4pe,Vjaya's indian cuisine,Chicken,3.7,Klang,17,3,23
p4vq,AJ Western Cafe & Restaurant,Fried Rice,4.2,Klang,91,6,101
p507,Burger A,Burgers,5.0,Klang,2,0,2
p59y,Muiz Hot Chicken -  Rantau Panjang Klang,Fast Food,5.0,Klang,3,0,3
p5xe,Jisoo Korean Fried Chicken (Bukit Tinggi Klang),European,4.6,Klang,81,13,99
p6jk,Ar Burger Klang,Malaysian,4.6,Klang,197,30,305
p6mo,Qalsum Food Stall,Ayam Penyet,4.4,Klang,46,8,64
p6or,Restoran Teratak Kasih RM,Nasi Lemak,4.5,Klang,17,1,21
p7di,Kedai Omak Kito,Malaysian,4.7,Klang,50,6,62
p7dw,Sabi Wasabi Japanese Restaurant,Sushi,4.3,Klang,2,0,2
p7yy,Calvin Hot Wok,Chinese,4.6,Klang,11,3,17
p8kp,Izan Food House,Fried Rice,4.6,Klang,127,19,165
